Date,Time,Load (kW),,,,,,,
,12:00,8036.70516,,,,,,,
,13:00,7815.8232,,,,,,,
,14:00,8121.65976,,,,,,,
,15:00,7924.62744,,,,,,,
,16:00,5953.36896,,,,,,,
,17:00,5674.032,,,,,,,
,18:00,5220.10944,,,,,,,
,19:00,4861.58544,,,,,,,
,20:00,4932.0432,,,,,,,
,21:00,5028.06528,,,,,,,
,22:00,5398.43616,,,,,,,
,23:00,6488.505,,,,,,,
04.11.2018,0:00,6488.505,,,,,,,
,1:00,6834.5586,,,,,,,
,2:00,6609.46788,,,,,,,
,3:00,6344.316,,,,,,,
,4:00,6515.784,,,,,,,
,5:00,6241.4352,,,,,,,
,6:00,5881.3524,,,,,,,
,7:00,5607.0036,,,,,,,
,8:00,5829.912,,,,,,,
,9:00,5881.3524,,,,,,,
,10:00,7527.4452,,,,,,,
,11:00,8223.60528,,,,,,,
,12:00,8138.65068,,,,,,,
,13:00,8665.3692,,,,,,,
,14:00,7292.37816,,,,,,,
,15:00,6464.49948,,,,,,,
,16:00,6006.52404,,,,,,,
,17:00,5796.24192,,,,,,,
,18:00,5429.61216,,,,,,,
,19:00,5125.80204,,,,,,,
,20:00,5045.52384,,,,,,,
,21:00,5208.10668,,,,,,,
,22:00,5779.09512,,,,,,,
,23:00,6567.2244,,,,,,,
05.11.2018,0:00,5882.9112,,,,,,,
,1:00,6886.46664,,,,,,,
,2:00,6541.5042,,,,,,,
,3:00,6155.7012,,,,,,,
,4:00,5486.976,,,,,,,
,5:00,5301.16704,,,,,,,
,6:00,5126.8932,,,,,,,
,7:00,6886.46664,,,,,,,
,8:00,5190.804,,,,,,,
,9:00,5294.62008,,,,,,,
,10:00,8236.07568,,,,,,,
,11:00,7962.97392,,,,,,,
,12:00,7613.1792,,,,,,,
,13:00,7561.7388,,,,,,,
,14:00,6494.58432,,,,,,,
,15:00,6197.7888,,,,,,,
,16:00,5213.87424,,,,,,,
,17:00,5062.9824,,,,,,,
,18:00,4748.72832,,,,,,,
,19:00,4703.05548,,,,,,,
,20:00,5062.9824,,,,,,,
,21:00,5450.3442,,,,,,,
,22:00,6159.75408,,,,,,,
,23:00,6584.3712,,,,,,,
06.11.2018,0:00,7215.21756,,,,,,,
,1:00,6782.65056,,,,,,,
,2:00,6456.5496,,,,,,,
,3:00,6258.582,,,,,,,
,4:00,6155.7012,,,,,,,
,5:00,5674.96728,,,,,,,
,6:00,5624.1504,,,,,,,
,7:00,6177.05676,,,,,,,
,8:00,6315.4782,,,,,,,
,9:00,6748.0452,,,,,,,
,10:00,8132.2596,,,,,,,
,11:00,7777.78848,,,,,,,
,12:00,7458.858,,,,,,,
,13:00,7270.2432,,,,,,,
,14:00,6773.92128,,,,,,,
,15:00,5900.99328,,,,,,,
,16:00,5442.86196,,,,,,,
,17:00,4595.3424,,,,,,,
,18:00,4412.1834,,,,,,,
,19:00,4252.4064,,,,,,,
,20:00,4441.0212,,,,,,,
,21:00,4492.4616,,,,,,,
,22:00,5744.48976,,,,,,,
,23:00,6310.0224,,,,,,,
07.11.2018,0:00,6851.86128,,,,,,,
,1:00,7115.922,,,,,,,
,2:00,7218.8028,,,,,,,
,3:00,6507.52236,,,,,,,
,4:00,6354.60408,,,,,,,
,5:00,5829.912,,,,,,,
,6:00,5420.10348,,,,,,,
,7:00,5352.1398,,,,,,,
,8:00,5260.01472,,,,,,,
,9:00,5831.00316,,,,,,,
,10:00,7319.03364,,,,,,,
,11:00,6944.454,,,,,,,
,12:00,7249.82292,,,,,,,
,13:00,6791.37984,,,,,,,
,14:00,6407.29152,,,,,,,
,15:00,6110.496,,,,,,,
,16:00,5354.78976,,,,,,,
,17:00,4914.42876,,,,,,,
,18:00,4726.90512,,,,,,,
,19:00,4780.21608,,,,,,,
,20:00,4940.14896,,,,,,,
,21:00,5161.03092,,,,,,,
,22:00,5363.8308,,,,,,,
,23:00,6001.38,,,,,,,
08.11.2018,0:00,6395.7564,,,,,,,
,1:00,6344.316,,,,,,,
,2:00,6395.7564,,,,,,,
,3:00,5864.2056,,,,,,,
,4:00,6121.4076,,,,,,,
,5:00,5401.242,,,,,,,
,6:00,5915.646,,,,,,,
,7:00,5795.6184,,,,,,,
,8:00,5967.0864,,,,,,,
,9:00,6481.4904,,,,,,,
,10:00,7270.2432,,,,,,,
,11:00,7459.01388,,,,,,,
,12:00,7561.7388,,,,,,,
,13:00,7441.7112,,,,,,,
,14:00,7424.5644,,,,,,,
,15:00,6407.29152,,,,,,,
,16:00,5621.65632,,,,,,,
,17:00,5513.31972,,,,,,,
,18:00,5313.32568,,,,,,,
,19:00,4957.91928,,,,,,,
,20:00,5161.03092,,,,,,,
,21:00,4967.27208,,,,,,,
,22:00,5349.8016,,,,,,,
,23:00,6704.3988,,,,,,,
09.11.2018,0:00,6898.31352,,,,,,,
,1:00,6515.784,,,,,,,
,2:00,6584.3712,,,,,,,
,3:00,6618.6648,,,,,,,
,4:00,5967.0864,,,,,,,
,5:00,5778.4716,,,,,,,
,6:00,5572.71,,,,,,,
,7:00,5415.73884,,,,,,,
,8:00,5363.8308,,,,,,,
,9:00,5640.67368,,,,,,,
,10:00,7255.12284,,,,,,,
,11:00,7900.7778,,,,,,,
,12:00,7904.6748,,,,,,,
,13:00,7767.5004,,,,,,,
,14:00,7353.639,,,,,,,
,15:00,6075.57888,,,,,,,
,16:00,5534.36352,,,,,,,
,17:00,5372.4042,,,,,,,
,18:00,4993.45992,,,,,,,
,19:00,4655.82384,,,,,,,
,20:00,4861.58544,,,,,,,
,21:00,5090.57316,,,,,,,
,22:00,5864.2056,,,,,,,
,23:00,6738.6924,,,,,,,
10.11.2018,0:00,7013.0412,,,,,,,
,1:00,6990.28272,,,,,,,
,2:00,5984.2332,,,,,,,
,3:00,6138.5544,,,,,,,
,4:00,5847.0588,,,,,,,
,5:00,5554.16028,,,,,,,
,6:00,5844.87648,,,,,,,
,7:00,7730.8686,,,,,,,
,8:00,7306.0956,,,,,,,
,9:00,7458.858,,,,,,,
,10:00,7476.0048,,,,,,,
,11:00,6601.518,,,,,,,
,12:00,6361.4628,,,,,,,
,13:00,6005.74464,,,,,,,
,14:00,5495.70528,,,,,,,
,15:00,4914.42876,,,,,,,
,16:00,4566.97224,,,,,,,
,17:00,4407.03936,,,,,,,
,18:00,4403.61,,,,,,,
,19:00,4783.64544,,,,,,,
,20:00,5881.3524,,,,,,,
,21:00,6550.0776,,,,,,,
,22:00,6515.784,,,,,,,
,23:00,6515.784,,,,,,,
11.11.2018,0:00,5795.6184,,,,,,,
,1:00,6052.8204,,,,,,,
,2:00,4955.4252,,,,,,,
,3:00,4732.5168,,,,,,,
,4:00,4595.3424,,,,,,,
,5:00,4671.7236,,,,,,,
,6:00,4975.6896,,,,,,,
,7:00,6529.50144,,,,,,,
,8:00,6634.2528,,,,,,,
,9:00,6739.00416,,,,,,,
,10:00,6194.35944,,,,,,,
,11:00,5621.65632,,,,,,,
,12:00,5324.8608,,,,,,,
,13:00,4591.60128,,,,,,,
,14:00,4417.01568,,,,,,,
,15:00,4446.78876,,,,,,,
,16:00,4498.6968,,,,,,,
,17:00,4758.237,,,,,,,
,18:00,4879.35576,,,,,,,
,19:00,5467.64688,,,,,,,
,20:00,6644.22912,,,,,,,
,21:00,6315.4782,,,,,,,
,22:00,5969.4246,,,,,,,
,23:00,5173.50132,,,,,,,
12.11.2018,0:00,5173.50132,,,,,,,
,1:00,4689.02628,,,,,,,
,2:00,4748.72832,,,,,,,
,3:00,4172.59584,,,,,,,
,4:00,4399.55712,,,,,,,
,5:00,4207.51296,,,,,,,
,6:00,4853.47968,,,,,,,
,7:00,5761.3248,,,,,,,
,8:00,7245.3024,,,,,,,
,9:00,6955.67736,,,,,,,
,10:00,6488.505,,,,,,,
,11:00,5329.22544,,,,,,,
,12:00,4792.84236,,,,,,,
,13:00,4259.88864,,,,,,,
,14:00,5796.24192,,,,,,,
,15:00,3910.40568,,,,,,,
,16:00,3787.1046,,,,,,,
,17:00,3751.87572,,,,,,,
,18:00,3928.02012,,,,,,,
,19:00,5150.2752,,,,,,,
,20:00,6529.50144,,,,,,,
,21:00,6931.04832,,,,,,,
,22:00,5866.07616,,,,,,,
,23:00,5150.2752,,,,,,,
13.11.2018,0:00,5255.02656,,,,,,,
,1:00,5272.48512,,,,,,,
,2:00,5080.44096,,,,,,,
,3:00,4643.97696,,,,,,,
,4:00,4836.02112,,,,,,,
,5:00,4888.3968,,,,,,,
,6:00,5621.65632,,,,,,,
,7:00,7297.67808,,,,,,,
,8:00,7287.39,,,,,,,
,9:00,6550.0776,,,,,,,
,10:00,6275.7288,,,,,,,
,11:00,6215.24736,,,,,,,
,12:00,5883.22296,,,,,,,
,13:00,5548.5486,,,,,,,
,14:00,5390.01864,,,,,,,
,15:00,5020.1154,,,,,,,
,16:00,4584.74256,,,,,,,
,17:00,4262.69448,,,,,,,
,18:00,4280.30892,,,,,,,
,19:00,4923.31392,,,,,,,
,20:00,7000.88256,,,,,,,
,21:00,6721.5456,,,,,,,
,22:00,5138.89596,,,,,,,
,23:00,5881.3524,,,,,,,
14.11.2018,0:00,5538.4164,,,,,,,
,1:00,4989.7188,,,,,,,
,2:00,4955.4252,,,,,,,
,3:00,4844.7504,,,,,,,
,4:00,4758.237,,,,,,,
,5:00,4896.65844,,,,,,,
,6:00,5121.59328,,,,,,,
,7:00,7215.21756,,,,,,,
,8:00,7526.6658,,,,,,,
,9:00,7180.6122,,,,,,,
,10:00,6567.2244,,,,,,,
,11:00,5675.27904,,,,,,,
,12:00,6592.32108,,,,,,,
,13:00,4498.6968,,,,,,,
,14:00,4224.97152,,,,,,,
,15:00,4102.7616,,,,,,,
,16:00,4137.67872,,,,,,,
,17:00,4242.43008,,,,,,,
,18:00,4818.56256,,,,,,,
,19:00,5052.38256,,,,,,,
,20:00,7059.49344,,,,,,,
,21:00,6748.0452,,,,,,,
,22:00,6090.54336,,,,,,,
,23:00,5555.5632,,,,,,,
15.11.2018,0:00,5589.8568,,,,,,,
,1:00,5311.92276,,,,,,,
,2:00,5138.89596,,,,,,,
,3:00,5024.0124,,,,,,,
,4:00,4972.572,,,,,,,
,5:00,5208.10668,,,,,,,
,6:00,5744.48976,,,,,,,
,7:00,7370.94168,,,,,,,
,8:00,7388.24436,,,,,,,
,9:00,7319.03364,,,,,,,
,10:00,6609.62376,,,,,,,
,11:00,5882.9112,,,,,,,
,12:00,5173.50132,,,,,,,
,13:00,4619.81556,,,,,,,
,14:00,4342.97268,,,,,,,
,15:00,4152.6432,,,,,,,
,16:00,4221.85392,,,,,,,
,17:00,4204.55124,,,,,,,
,18:00,4723.63164,,,,,,,
,19:00,5294.62008,,,,,,,
,20:00,7561.27116,,,,,,,
,21:00,7474.75776,,,,,,,
,22:00,6384.68892,,,,,,,
,23:00,6280.87284,,,,,,,
16.11.2018,0:00,6090.54336,,,,,,,
,1:00,5586.7392,,,,,,,
,2:00,5277.3174,,,,,,,
,3:00,5237.568,,,,,,,
,4:00,5359.77792,,,,,,,
,5:00,5035.07988,,,,,,,
,6:00,4896.65844,,,,,,,
,7:00,7976.53548,,,,,,,
,8:00,7474.75776,,,,,,,
,9:00,7613.1792,,,,,,,
,10:00,7543.96848,,,,,,,
,11:00,6826.29696,,,,,,,
,12:00,5447.07072,,,,,,,
,13:00,5307.40224,,,,,,,
,14:00,5097.89952,,,,,,,
,15:00,4914.42876,,,,,,,
,16:00,4685.44104,,,,,,,
,17:00,4597.36884,,,,,,,
,18:00,5115.35808,,,,,,,
,19:00,5450.3442,,,,,,,
,20:00,6903.76932,,,,,,,
,21:00,7306.0956,,,,,,,
,22:00,6677.43156,,,,,,,
,23:00,6618.6648,,,,,,,
17.11.2018,0:00,6172.848,,,,,,,
,1:00,5522.049,,,,,,,
,2:00,5471.07624,,,,,,,
,3:00,5675.5908,,,,,,,
,4:00,5401.242,,,,,,,
,5:00,5744.48976,,,,,,,
,6:00,5952.12192,,,,,,,
,7:00,7493.1516,,,,,,,
,8:00,7900.7778,,,,,,,
,9:00,7509.98664,,,,,,,
,10:00,7596.0324,,,,,,,
,11:00,7493.1516,,,,,,,
,12:00,6145.41312,,,,,,,
,13:00,5002.50096,,,,,,,
,14:00,5196.2598,,,,,,,
,15:00,4826.35656,,,,,,,
,16:00,4738.28436,,,,,,,
,17:00,4914.42876,,,,,,,
,18:00,5080.44096,,,,,,,
,19:00,5377.23648,,,,,,,
,20:00,6337.45728,,,,,,,
,21:00,6601.518,,,,,,,
,22:00,6473.54052,,,,,,,
,23:00,6430.05,,,,,,,
18.11.2018,0:00,6094.28448,,,,,,,
,1:00,5929.83108,,,,,,,
,2:00,5657.97636,,,,,,,
,3:00,5250.19428,,,,,,,
,4:00,4944.35772,,,,,,,
,5:00,5267.1852,,,,,,,
,6:00,5281.2144,,,,,,,
,7:00,6881.3226,,,,,,,
,8:00,7184.5092,,,,,,,
,9:00,7133.0688,,,,,,,
,10:00,6564.41856,,,,,,,
,11:00,6389.83296,,,,,,,
,12:00,5231.48868,,,,,,,
,13:00,5090.57316,,,,,,,
,14:00,4843.971,,,,,,,
,15:00,4744.67544,,,,,,,
,16:00,4602.51288,,,,,,,
,17:00,4638.05352,,,,,,,
,18:00,5196.2598,,,,,,,
,19:00,6165.054,,,,,,,
,20:00,7679.89584,,,,,,,
,21:00,6807.2796,,,,,,,
,22:00,6201.6858,,,,,,,
,23:00,5844.87648,,,,,,,
19.11.2018,0:00,5812.7652,,,,,,,
,1:00,5967.0864,,,,,,,
,2:00,5658.444,,,,,,,
,3:00,5469.8292,,,,,,,
,4:00,5212.6272,,,,,,,
,5:00,5435.5356,,,,,,,
,6:00,5795.6184,,,,,,,
,7:00,7424.5644,,,,,,,
,8:00,7373.124,,,,,,,
,9:00,7253.0964,,,,,,,
,10:00,7235.9496,,,,,,,
,11:00,5829.912,,,,,,,
,12:00,5658.444,,,,,,,
,13:00,5173.50132,,,,,,,
,14:00,4914.42876,,,,,,,
,15:00,4731.26976,,,,,,,
,16:00,4879.35576,,,,,,,
,17:00,5045.52384,,,,,,,
,18:00,5178.64536,,,,,,,
,19:00,6147.43956,,,,,,,
,20:00,7644.66696,,,,,,,
,21:00,8701.53336,,,,,,,
,22:00,6217.89732,,,,,,,
,23:00,5918.45184,,,,,,,
20.11.2018,0:00,6389.83296,,,,,,,
,1:00,6250.16448,,,,,,,
,2:00,5935.9104,,,,,,,
,3:00,5467.64688,,,,,,,
,4:00,5709.8844,,,,,,,
,5:00,5692.58172,,,,,,,
,6:00,6298.17552,,,,,,,
,7:00,7647.78456,,,,,,,
,8:00,7993.83816,,,,,,,
,9:00,7647.78456,,,,,,,
,10:00,7319.03364,,,,,,,
,11:00,6626.92644,,,,,,,
,12:00,4740.93432,,,,,,,
,13:00,5190.804,,,,,,,
,14:00,4896.65844,,,,,,,
,15:00,4715.37,,,,,,,
,16:00,4663.9296,,,,,,,
,17:00,4740.93432,,,,,,,
,18:00,5104.2906,,,,,,,
,19:00,5225.40936,,,,,,,
,20:00,6142.4514,,,,,,,
,21:00,6194.35944,,,,,,,
,22:00,6488.505,,,,,,,
,23:00,6315.4782,,,,,,,
21.11.2018,0:00,6298.17552,,,,,,,
,1:00,6004.02996,,,,,,,
,2:00,5623.371,,,,,,,
,3:00,4451.9328,,,,,,,
,4:00,5377.23648,,,,,,,
,5:00,5097.89952,,,,,,,
,6:00,5848.6176,,,,,,,
,7:00,7489.72224,,,,,,,
,8:00,7716.68352,,,,,,,
,9:00,7457.45508,,,,,,,
,10:00,7613.1792,,,,,,,
,11:00,6090.54336,,,,,,,
,12:00,5554.16028,,,,,,,
,13:00,5086.98792,,,,,,,
,14:00,5173.50132,,,,,,,
,15:00,5017.7772,,,,,,,
,16:00,4913.96112,,,,,,,
,17:00,5086.98792,,,,,,,
,18:00,5225.40936,,,,,,,
,19:00,5311.92276,,,,,,,
,20:00,7838.11404,,,,,,,
,21:00,7301.73096,,,,,,,
,22:00,6298.17552,,,,,,,
,23:00,6073.24068,,,,,,,
22.11.2018,0:00,5813.70048,,,,,,,
,1:00,5953.36896,,,,,,,
,2:00,5415.73884,,,,,,,
,3:00,5394.69504,,,,,,,
,4:00,5062.9824,,,,,,,
,5:00,5069.68524,,,,,,,
,6:00,5831.15904,,,,,,,
,7:00,7353.639,,,,,,,
,8:00,7630.48188,,,,,,,
,9:00,7699.6926,,,,,,,
,10:00,7270.2432,,,,,,,
,11:00,6407.29152,,,,,,,
,12:00,5516.90496,,,,,,,
,13:00,6669.16992,,,,,,,
,14:00,4755.8988,,,,,,,
,15:00,4597.36884,,,,,,,
,16:00,4562.13996,,,,,,,
,17:00,4808.74212,,,,,,,
,18:00,6040.66176,,,,,,,
,19:00,5812.7652,,,,,,,
,20:00,6824.4264,,,,,,,
,21:00,7284.42828,,,,,,,
,22:00,6730.74252,,,,,,,
,23:00,6250.16448,,,,,,,
23.11.2018,0:00,6075.57888,,,,,,,
,1:00,5536.8576,,,,,,,
,2:00,5298.3612,,,,,,,
,3:00,5298.3612,,,,,,,
,4:00,5185.19232,,,,,,,
,5:00,5080.44096,,,,,,,
,6:00,5237.568,,,,,,,
,7:00,7441.7112,,,,,,,
,8:00,7235.9496,,,,,,,
,9:00,6944.454,,,,,,,
,10:00,6687.252,,,,,,,
,11:00,5864.2056,,,,,,,
,12:00,5202.65088,,,,,,,
,13:00,4748.72832,,,,,,,
,14:00,4713.8112,,,,,,,
,15:00,4556.68416,,,,,,,
,16:00,3978.0576,,,,,,,
,17:00,4235.2596,,,,,,,
,18:00,4732.5168,,,,,,,
,19:00,6111.11952,,,,,,,
,20:00,6313.14,,,,,,,
,21:00,6782.65056,,,,,,,
,22:00,6055.938,,,,,,,
,23:00,3910.40568,,,,,,,
24.11.2018,0:00,6110.496,,,,,,,
,1:00,3945.63456,,,,,,,
,2:00,5062.9824,,,,,,,
,3:00,4574.14272,,,,,,,
,4:00,3941.89344,,,,,,,
,5:00,5006.8656,,,,,,,
,6:00,4706.32896,,,,,,,
,7:00,4410.78048,,,,,,,
,8:00,4910.37588,,,,,,,
,9:00,6592.47696,,,,,,,
,10:00,6893.0136,,,,,,,
,11:00,6644.22912,,,,,,,
,12:00,6280.87284,,,,,,,
,13:00,5450.3442,,,,,,,
,14:00,4048.82712,,,,,,,
,15:00,3840.8832,,,,,,,
,16:00,3892.3236,,,,,,,
,17:00,3960.9108,,,,,,,
,18:00,4149.5256,,,,,,,
,19:00,4446.78876,,,,,,,
,20:00,5450.3442,,,,,,,
,21:00,5813.70048,,,,,,,
,22:00,5779.09512,,,,,,,
,23:00,5744.48976,,,,,,,
25.11.2018,0:00,5484.94956,,,,,,,
,1:00,5115.35808,,,,,,,
,2:00,4853.47968,,,,,,,
,3:00,4696.35264,,,,,,,
,4:00,4256.45928,,,,,,,
,5:00,4567.90752,,,,,,,
,6:00,4923.31392,,,,,,,
,7:00,6280.87284,,,,,,,
,8:00,6275.7288,,,,,,,
,9:00,6055.938,,,,,,,
,10:00,5554.16028,,,,,,,
,11:00,4886.838,,,,,,,
,12:00,4048.82712,,,,,,,
,13:00,3738.0024,,,,,,,
,14:00,3515.094,,,,,,,
,15:00,3377.9196,,,,,,,
,16:00,3377.9196,,,,,,,
,17:00,3515.094,,,,,,,
,18:00,4183.8192,,,,,,,
,19:00,4818.2508,,,,,,,
,20:00,6755.8392,,,,,,,
,21:00,6670.1052,,,,,,,
,22:00,5915.646,,,,,,,
,23:00,5315.508,,,,,,,
26.11.2018,0:00,5075.4528,,,,,,,
,1:00,4766.8104,,,,,,,
,2:00,4458.168,,,,,,,
,3:00,4169.94588,,,,,,,
,4:00,4291.06464,,,,,,,
,5:00,4325.67,,,,,,,
,6:00,4862.05308,,,,,,,
,7:00,6869.16396,,,,,,,
,8:00,7128.70416,,,,,,,
,9:00,6748.0452,,,,,,,
,10:00,6228.9648,,,,,,,
,11:00,6575.0184,,,,,,,
,12:00,4187.24856,,,,,,,
,13:00,3927.70836,,,,,,,
,14:00,3858.03,,,,,,,
,15:00,3669.4152,,,,,,,
,16:00,3686.562,,,,,,,
,17:00,3446.5068,,,,,,,
,18:00,3583.6812,,,,,,,
,19:00,4338.1404,,,,,,,
,20:00,5761.3248,,,,,,,
,21:00,7184.5092,,,,,,,
,22:00,5984.2332,,,,,,,
,23:00,5366.9484,,,,,,,
27.11.2018,0:00,5092.5996,,,,,,,
,1:00,4715.37,,,,,,,
,2:00,4792.84236,,,,,,,
,3:00,4308.36732,,,,,,,
,4:00,4441.0212,,,,,,,
,5:00,4269.5532,,,,,,,
,6:00,5144.04,,,,,,,
,7:00,6550.0776,,,,,,,
,8:00,6772.986,,,,,,,
,9:00,6567.2244,,,,,,,
,10:00,6069.9672,,,,,,,
,11:00,4869.6912,,,,,,,
,12:00,4273.76196,,,,,,,
,13:00,3996.91908,,,,,,,
,14:00,3754.68156,,,,,,,
,15:00,3668.16816,,,,,,,
,16:00,5311.92276,,,,,,,
,17:00,3927.70836,,,,,,,
,18:00,5898.4992,,,,,,,
,19:00,4732.5168,,,,,,,
,20:00,7578.8856,,,,,,,
,21:00,7013.0412,,,,,,,
,22:00,5949.9396,,,,,,,
,23:00,5658.444,,,,,,,
28.11.2018,0:00,5315.508,,,,,,,
,1:00,5294.62008,,,,,,,
,2:00,5045.52384,,,,,,,
,3:00,4626.5184,,,,,,,
,4:00,4567.90752,,,,,,,
,5:00,4723.63164,,,,,,,
,6:00,5150.2752,,,,,,,
,7:00,6938.37468,,,,,,,
,8:00,7007.5854,,,,,,,
,9:00,6755.8392,,,,,,,
,10:00,6436.59696,,,,,,,
,11:00,6267.62304,,,,,,,
,12:00,6756.46272,,,,,,,
,13:00,4826.35656,,,,,,,
,14:00,4104.16452,,,,,,,
,15:00,3716.64684,,,,,,,
,16:00,3579.0048,,,,,,,
,17:00,3668.16816,,,,,,,
,18:00,3893.103,,,,,,,
,19:00,4481.39412,,,,,,,
,20:00,5813.70048,,,,,,,
,21:00,6841.5732,,,,,,,
,22:00,6021.33264,,,,,,,
,23:00,5521.2696,,,,,,,
29.11.2018,0:00,5589.8568,,,,,,,
,1:00,5467.64688,,,,,,,
,2:00,5115.35808,,,,,,,
,3:00,4155.13728,,,,,,,
,4:00,4671.7236,,,,,,,
,5:00,4731.26976,,,,,,,
,6:00,5377.23648,,,,,,,
,7:00,7076.79612,,,,,,,
,8:00,7007.5854,,,,,,,
,9:00,6921.072,,,,,,,
,10:00,6285.0816,,,,,,,
,11:00,5900.99328,,,,,,,
,12:00,4262.69448,,,,,,,
,13:00,3945.63456,,,,,,,
,14:00,3891.70008,,,,,,,
,15:00,3713.99688,,,,,,,
,16:00,3731.7672,,,,,,,
,17:00,3892.79124,,,,,,,
,18:00,4068.93564,,,,,,,
,19:00,4643.97696,,,,,,,
,20:00,5813.70048,,,,,,,
,21:00,7115.922,,,,,,,
,22:00,6189.9948,,,,,,,
,23:00,5657.97636,,,,,,,
30.11.2018,0:00,5138.89596,,,,,,,
,1:00,4965.86916,,,,,,,
,2:00,4783.9572,,,,,,,
,3:00,4663.9296,,,,,,,
,4:00,4080.9384,,,,,,,
,5:00,4355.2872,,,,,,,
,6:00,5024.0124,,,,,,,
,7:00,5761.3248,,,,,,,
,8:00,6447.1968,,,,,,,
,9:00,6207.1416,,,,,,,
,10:00,5658.444,,,,,,,
,11:00,4166.6724,,,,,,,
,12:00,5744.48976,,,,,,,
,13:00,5415.73884,,,,,,,
,14:00,5949.9396,,,,,,,
,15:00,5658.444,,,,,,,
,16:00,5315.508,,,,,,,
,17:00,5294.62008,,,,,,,
,18:00,5045.52384,,,,,,,
,19:00,4626.5184,,,,,,,
,20:00,4567.90752,,,,,,,
,21:00,4723.63164,,,,,,,
,22:00,5150.2752,,,,,,,
,23:00,6938.37468,,,,,,,
